,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
sd_kappa_hyper,0.6720187396,0.1075919758,0.4731929807,0.8705420773,0.0005290952,0.0003820156,40691.3786370595,31158.6804242,1.0000672255
kappa[0],0.3660552855,0.084994756,0.2162522429,0.5226896607,0.0004028441,0.0002988207,47251.865150693,35400.6113178368,1.0001294242
kappa[1],0.0962990652,0.023675248,0.0536951482,0.1417778942,0.0001035607,7.32289e-05,49347.9275723888,30066.8043115256,1.0000119409
kappa[2],1.6286367997,0.393169359,0.9339167681,2.3942688631,0.0019669442,0.0013908497,38633.802237955,31352.1928556276,0.9999956592
kappa[3],1.4108482662,0.2825986274,0.8944052724,1.9441558112,0.0013533589,0.0009569756,42526.9411172489,34173.9029880259,1.0000512749
gamma[0],0.0110844618,0.0024030778,0.0067535665,0.0156096059,1.08344e-05,7.7002e-06,48152.5195818971,36280.6602763695,1.0000184303
gamma[1],0.010948941,0.0026064626,0.0061904769,0.0157652219,1.20505e-05,8.5211e-06,45135.1822011731,35685.9180535055,1.0001254369
gamma[2],0.0061388448,0.0012953107,0.0038057997,0.0086051603,5.8382e-06,4.1283e-06,47624.7686774102,36067.9582615971,1.0000781607
gamma[3],0.0072427806,0.0016219577,0.0043565267,0.0103582128,7.2005e-06,5.0915e-06,48964.2931604815,35099.7511125386,0.9999513719
prob[0],0.0018945205,0.0033580725,1.118e-07,0.0066363164,1.88064e-05,1.36214e-05,49003.6436656608,35426.5273129059,1.0001033882
prob[1],0.0044256349,0.0063001212,1.2581e-06,0.0143265347,3.46087e-05,2.57874e-05,49148.3753928897,35804.3706639238,1.0001186021
prob[2],0.0008342989,0.0018192294,9.9e-09,0.0030653445,1.03046e-05,7.3172e-06,48905.2375644056,35573.8421170368,1.0000849832
prob[3],0.7603732029,0.0792803028,0.6120710117,0.9028214369,0.0003706662,0.0002621023,46912.0174644463,33896.9824463834,1.0001573866
prob[4],0.7959579642,0.0748264011,0.6575701502,0.9302087515,0.0003551484,0.0002511295,46426.2038003103,33401.9855330167,1.0001541202
prob[5],0.0005593779,0.0013485282,3e-09,0.0020841975,7.6677e-06,5.4219e-06,48860.3140532762,35786.8356414284,1.0000838763
prob[6],0.1595332933,0.0662703617,0.0466775006,0.2824754886,0.0003068533,0.0002420481,53174.7136066908,34660.482228359,1.0000471019
prob[7],0.8806669689,0.0586136588,0.7709574463,0.9769222702,0.0002899177,0.0002050043,45955.5907310246,33073.9653573266,1.0001284683
prob[8],0.8167357036,0.0716750749,0.6826458135,0.942713162,0.0003433536,0.0002427893,46211.5994531877,33034.0627064762,1.0001608842
prob[9],0.9980383899,0.0032476284,0.9930857466,0.9999998738,1.79227e-05,1.26734e-05,48152.5195818971,36280.6602763695,1.0000743101
prob[10],0.0261983356,0.0224746537,0.0005773572,0.0659755511,0.0001161285,9.19724e-05,49743.5096761568,35057.6421763634,1.0000672032
prob[11],0.7203771098,0.0831171776,0.5674043558,0.873683632,0.0003817633,0.0002699491,47644.0111726652,34808.9433323158,1.0001618438
prob[12],0.0954358718,0.0422954908,0.0235898459,0.1732233647,0.0002057512,0.0001578647,46102.2249801367,34896.2892003899,1.0000792998
prob[13],0.8542432733,0.0647199865,0.7350893001,0.9660725582,0.0003156678,0.0002232124,45951.6915800792,32833.6471601651,1.0001291047
prob[14],0.8348694683,0.0468733044,0.7468731963,0.92012759,0.0002154276,0.0001523312,48152.5195818971,36280.6602763695,1.0000395835
prob[15],0.4296808409,0.0304698202,0.3722732418,0.4869225993,0.0001382631,9.96934e-05,53560.2572223027,35530.9716541714,1.000013867
prob[16],0.2196492475,0.059186114,0.1089693238,0.3281101301,0.0002777743,0.0002086282,45856.0655007808,32619.0437257625,1.0000908674
prob[17],0.350242899,0.0870138736,0.1944810467,0.5175387559,0.0003753133,0.0002804588,56747.3043177567,35649.6983284457,1.000053415
prob[18],0.5622485232,0.0431823491,0.4920101238,0.6436152108,0.0001895728,0.000134049,49354.834217836,35560.9946307797,1.0000977754
prob[19],0.8271758661,0.0699148071,0.6964955356,0.9492122183,0.0003365424,0.000237973,46122.5887333069,32927.9046404696,1.0001586681
prob[20],0.0653699628,0.0407331833,0.0061951563,0.1383938531,0.0002007362,0.0001608695,50747.1072144204,34423.091241639,1.0000633379
prob[21],0.2196492475,0.059186114,0.1089693238,0.3281101301,0.0002777743,0.0002086282,45856.0655007808,32619.0437257625,1.0000908674
prob[22],0.6106640572,0.0891130622,0.4539335953,0.7828417078,0.0003920844,0.0002772471,50779.9675462127,36433.3508812287,1.000093451
prob[23],0.0106344864,0.0119321495,3.14299e-05,0.0308495773,6.38721e-05,4.91469e-05,49362.4124768241,35715.7305613148,1.0000952773
prob[24],0.989026504,0.0112629686,0.9688636977,0.9999412622,5.89886e-05,4.17116e-05,48152.5195818971,36280.6602763695,1.0000637389
prob[25],0.0260245644,0.025257192,0.0002072188,0.0701913801,0.000132707,0.0001050292,52432.5691947181,34204.4372805043,1.000074691
prob[26],0.0445933743,0.0371211294,0.0010406692,0.1109589671,0.0001896798,0.0001519154,53147.3943374325,34674.616874125,1.000073051
prob[27],0.9110866697,0.0641054014,0.7933458729,0.9966427907,0.0003382848,0.0002392054,45912.4049403988,32799.6771492847,1.0001813302
prob[28],0.9849388429,0.0182835091,0.9533108146,0.9999899371,0.0001038231,7.34147e-05,45448.633416674,33819.2040637527,1.0001448791
prob[29],0.0902326777,0.0453151104,0.0169872977,0.1747027931,0.0002266803,0.0001761464,45237.6032570505,33731.5965427774,1.0000875619
prob[30],0.963372164,0.0349314231,0.899901151,0.9995440699,0.0001930912,0.0001365373,45369.99509787,32944.440606306,1.0001172365
prob[31],0.0647739828,0.0481240059,0.0031189783,0.1521951067,0.0002401406,0.0001932585,53754.5252953669,34581.9743496471,1.0000718103
prob[32],0.5163424595,0.0726201176,0.3893613053,0.6575393184,0.0003117176,0.0002213729,54124.6621440472,40534.8947181833,1.0000845742
prob[33],0.9902839796,0.0131785509,0.9684026664,0.9999967765,7.55041e-05,5.339e-05,45558.4236707314,33502.6619520529,1.000127373
prob[34],0.0920218524,0.0609525627,0.0061943899,0.2031818084,0.0002960799,0.0002385873,54429.0640659911,35007.7713526098,1.000041222
prob[35],0.1834269447,0.0935660695,0.0308265935,0.356230354,0.0004252226,0.0003378597,55889.3573324176,34350.3581957541,1.0000491288
prob[36],0.989026504,0.0112629686,0.9688636977,0.9999412622,5.89886e-05,4.17116e-05,48152.5195818971,36280.6602763695,1.0000637389
prob[37],0.7944961084,0.1052597272,0.6020883489,0.9681589015,0.0005127811,0.0003625935,48128.6759652684,35024.6324517202,1.0002107784
prob[38],0.0641891932,0.0478258195,0.0030046731,0.1510160922,0.0002388043,0.0001921679,53738.535126855,34485.735837481,1.0000712745
prob[39],0.5862237595,0.1368877716,0.3313460629,0.8328857155,0.0006019048,0.0004256134,52698.4170680195,37692.1180851917,1.0000896285
prob[40],0.853617459,0.062480813,0.737983735,0.9623257784,0.0003032715,0.0002144468,45987.7439249258,33071.9176227529,1.0001210641
prob[41],0.9996082239,0.0009811383,0.9984922247,0.999999999,5.5354e-06,3.9142e-06,48152.5195818971,36280.6602763695,1.0000733333
prob[42],0.3381343173,0.1263428542,0.1108748265,0.5713854535,0.0005418087,0.0004094216,56207.050194948,36263.9859676228,1.0000728432
prob[43],0.0105547822,0.0130171278,1.55329e-05,0.0320315139,7.08021e-05,5.42488e-05,51555.0498900816,34567.1848555914,1.0000769612
prob[44],0.1308320979,0.0764171609,0.0134163097,0.2705070242,0.0003595646,0.0002888545,55173.3881315456,34229.6293593892,1.000037643
prob[45],0.932626577,0.0348412845,0.8673831795,0.9880323467,0.0001671936,0.0001182245,48152.5195818971,36280.6602763695,1.0000537398
prob[46],0.7005830702,0.0799605797,0.550868215,0.8461167582,0.0003658354,0.0002586863,47849.1822747594,34808.2160581508,1.0001450476
prob[47],0.156565812,0.0852829598,0.0241212999,0.3161968238,0.0003940957,0.0003151314,55562.6707426951,34030.3324073291,1.0000440768
prob[48],0.0067790163,0.0093571979,3.5872e-06,0.0216133977,5.15417e-05,3.8813e-05,51202.8034241406,34627.7691084386,1.0000576677
prob[49],0.9751561392,0.0249590074,0.9301591526,0.9999012301,0.0001382096,9.77298e-05,45525.3693141654,33751.6262744289,1.0001563648
prob[50],0.024960506,0.0199773141,0.0007574474,0.0612391437,0.0001036841,8.00462e-05,45968.496236754,35526.3788882188,1.0000601395
prob[51],0.9779496599,0.0229372047,0.9376644218,0.9999547543,0.0001281874,9.0643e-05,44844.3489226994,33709.3403613572,1.0001232151
prob[52],0.4628967065,0.1102070227,0.2545511461,0.6632742833,0.0004722905,0.0003344335,54783.5123921656,40172.4011441477,1.0000876585
prob[53],0.8348694683,0.0468733044,0.7468731963,0.92012759,0.0002154276,0.0001523312,48152.5195818971,36280.6602763695,1.0000395835
prob[54],0.3686080983,0.1034198013,0.1789615148,0.5630851495,0.0004384762,0.0003217631,55647.0109250394,36093.0894388992,1.000081379
prob[55],0.2773748995,0.0926224551,0.105843046,0.4474830011,0.000396533,0.0003018092,55696.4946529052,34889.5039749993,1.0000683984
prob[56],0.9908696095,0.0120606577,0.9709548008,0.9999958908,6.87844e-05,4.86384e-05,45170.4133996315,33885.6651463406,1.0001027491
prob[57],0.9983161667,0.0033709339,0.9938153377,0.999999969,1.95505e-05,1.38245e-05,45795.1507858105,34295.9986390572,1.00006104
prob[58],0.062544123,0.0406523397,0.0041479481,0.1363221384,0.0001963678,0.000158249,53603.0647166782,33940.1775982558,1.0000519209
prob[59],0.0068124682,0.0083285238,1.49534e-05,0.0210486533,4.56666e-05,3.41975e-05,45953.1461917885,35049.4134815045,1.0000592652
prob[60],0.8697922489,0.073057784,0.7341630028,0.9809921436,0.0003757912,0.0002657265,45469.7833147622,33534.1123680975,1.0001559244
prob[61],0.1440912311,0.0669868027,0.0295577303,0.2668366336,0.0003031228,0.0002413286,54783.003802408,34577.8009066611,1.0000356794
prob[62],0.9998179849,0.0005547433,0.999297246,0.9999999999,3.1421e-06,2.2218e-06,48152.5195818971,36280.6602763695,1.0000651815
prob[63],0.7096220785,0.1045982173,0.5135222148,0.8935073735,0.0004936014,0.0003490312,48992.7019053749,35689.0127159194,1.0001766626
prob[64],0.946034646,0.042559108,0.8690354643,0.9979749849,0.0002304327,0.0001629419,44705.6482688357,33047.390447099,1.0001297545
prob[65],0.1011712432,0.0547171866,0.0147117755,0.2020251658,0.000255119,0.0002050793,54271.0597652133,34454.275676944,1.0000454254
prob[66],0.0984827674,0.0538473588,0.0140810754,0.1980846104,0.0002516029,0.0002023327,54238.9817480238,34595.0295862675,1.0000508948
prob[67],0.9954251104,0.0060397584,0.9852701886,0.999998546,3.26091e-05,2.30583e-05,48152.5195818971,36280.6602763695,1.0000696069
prob[68],0.2320419505,0.0854760313,0.0775940316,0.3910418836,0.0003709351,0.0002873295,55497.9150504531,34226.8069113071,1.0000595586
prob[69],0.0070590326,0.0089033341,3.1295e-06,0.0220139923,4.93786e-05,3.68826e-05,45856.7679184893,34615.3527047657,1.0000613099
prob[70],0.9961301298,0.0063409916,0.9865939582,0.9999996432,3.65594e-05,2.58517e-05,45491.0152812939,34555.4563503142,1.00007452
prob[71],0.998878211,0.0024721788,0.9957996047,0.9999999909,1.4364e-05,1.0157e-05,45930.4399397022,34295.5061686751,1.0000470655
prob[72],0.2022066302,0.0799832658,0.0586271291,0.3497303708,0.0003511444,0.0002750642,55282.7042161398,34476.1180402586,1.0000525639
prob[73],0.0589972741,0.0376428967,0.0050802499,0.1285919418,0.0001943116,0.0001516662,45300.2623116677,33693.1832222255,1.0000956865
prob[74],0.5488730866,0.0288371779,0.4986218379,0.6027837701,0.0001266586,8.95617e-05,48878.277915793,35362.395061364,1.0000931513
prob[75],0.4882763993,0.0265840848,0.4404117288,0.539182748,0.0001140906,8.12883e-05,55806.6340219608,38461.5597630513,1.0000709468
prob[76],0.2428151856,0.0472267581,0.1512129923,0.3277424887,0.0002129026,0.0001557533,49089.8975516014,34790.9506969066,1.0000355494
prob[77],0.2960733718,0.0490770185,0.2021127445,0.3844159083,0.0002264129,0.0001652535,45787.6754402508,32887.1200234075,1.0000856753
prob[78],0.0254667113,0.0208854674,0.0007594711,0.063408751,0.0001094915,8.45694e-05,45825.4579370706,34730.0591760534,1.0000387869
prob[79],0.0410382346,0.0267216338,0.0032575084,0.0899725475,0.0001316964,0.0001026584,48487.9737446604,35760.86182081,1.0000874658
prob[80],0.0002568271,0.0007188658,3e-10,0.0009865749,4.0728e-06,2.88e-06,48249.6008415633,36644.1219310147,1.0000812744
prob[81],0.0012507004,0.0023330053,3.67e-08,0.0045300848,1.29922e-05,9.3481e-06,48284.1984312308,36445.1948425648,1.0000990557
prob[82],0.0005593799,0.0012828176,3.2e-09,0.0021145718,7.2224e-06,5.107e-06,48264.1031322199,36621.5918389618,1.0000966739
prob[83],0.4938003935,0.0265710287,0.4462325028,0.5446176966,0.0001141853,8.12648e-05,55322.0042081775,38858.9865259095,1.0000753887
prob[84],0.0028745843,0.0043123798,4.231e-07,0.0096875381,2.35999e-05,1.73626e-05,48319.7061260962,36530.5858293229,1.000105384
prob[85],0.9730050521,0.0205777407,0.9350580767,0.9989130931,0.0001035769,7.32404e-05,48152.5195818971,36280.6602763695,1.000056034
prob[86],0.0067970547,0.0080484172,4.8476e-06,0.0205608532,4.29339e-05,3.23939e-05,48369.7844254729,36170.455896002,1.0001089232
prob[87],0.4261394226,0.0168652605,0.3938357147,0.4566441274,8.08274e-05,5.74316e-05,42666.1498868796,34487.9633963367,1.000005632
prob[88],0.0165197081,0.0149473289,0.0002222511,0.0433934654,7.69789e-05,5.94409e-05,48422.1320049712,36066.8366623448,1.0000911364
prob[89],0.0001756593,0.0005421151,1e-10,0.0006730542,3.0768e-06,2.1756e-06,48244.3578410532,36600.6955773913,1.0000774064
prob[90],0.4388823652,0.0286283966,0.3851664583,0.493741744,0.0001228995,8.82515e-05,56279.0804408719,35488.7537129435,1.0000386811
prob[91],0.385600878,0.0336044437,0.3200438445,0.4476452989,0.0001463612,0.0001055066,53051.6245819188,34363.6584634735,1.0000138728
prob[92],0.9730050521,0.0205777407,0.9350580767,0.9989130931,0.0001035769,7.32404e-05,48152.5195818971,36280.6602763695,1.000056034
prob[93],0.6026007126,0.0340559535,0.5408639423,0.6654348762,0.0001527286,0.0001079961,46328.1901871444,33037.5681120314,1.0000954755
prob[94],0.0254667113,0.0208854674,0.0007594711,0.063408751,0.0001094915,8.45694e-05,45825.4579370706,34730.0591760534,1.0000387869
prob[95],0.6234073933,0.0364269638,0.5573851286,0.6912800207,0.0001643201,0.0001161925,46121.2107506477,33166.9172269988,1.0000835194
prob[96],0.1022939096,0.0423460423,0.0294696439,0.181111396,0.0001987697,0.0001520083,48616.8984157258,35702.4124926466,1.0000748075
prob[97],0.932626577,0.0348412845,0.8673831795,0.9880323467,0.0001671936,0.0001182245,48152.5195818971,36280.6602763695,1.0000537398
prob[98],0.3186123521,0.1042973712,0.1289578496,0.5138849519,0.0004958367,0.0003839926,44549.9716780204,29780.1617319932,1.0000597873
prob[99],0.9991419962,0.0018678533,0.9967559743,0.9999999991,9.9656e-06,7.0496e-06,51088.9394943913,37089.3728326507,1.0000321875
prob[100],0.9631083318,0.028645296,0.9120160042,0.9991833113,0.0001304906,9.22713e-05,61706.4781547463,36588.1256725829,1.0000075229
prob[101],0.9935554051,0.0083876823,0.9796504791,0.9999995213,4.30496e-05,3.04409e-05,54561.7695530634,37306.9367245957,1.0000122292
prob[102],0.8903972072,0.0563853721,0.7879937701,0.9816612997,0.0002283702,0.0001614829,71727.6007293342,36980.7701372851,0.9999960591
prob[103],0.9875756217,0.0133505246,0.9635045991,0.9999837738,7.1737e-05,5.07262e-05,45135.1822011731,35685.9180535055,1.0001735696
prob[104],0.1758585716,0.0799749882,0.0362676485,0.322197868,0.0004246867,0.0003337775,39557.4944671854,28144.622768447,1.0001152157
prob[105],0.3633929196,0.0972656278,0.1828784245,0.5435348264,0.0004481914,0.0003416267,46112.7949486928,30641.2015514378,1.0000411185
prob[106],0.9462493311,0.03661716,0.8809832158,0.9974935348,0.0001609235,0.0001137907,64450.4482391913,35663.7528637009,1.0000298095
prob[107],0.2344161267,0.0829951496,0.0847319409,0.3882495604,0.0004482062,0.0003461963,38362.3825764539,28390.1774065154,1.0001167487
prob[108],0.787707017,0.0795111171,0.6375841192,0.9254592094,0.0002962577,0.0002094867,78229.8370671225,39147.5062565444,1.0000036411
prob[109],0.9847796204,0.0155770054,0.9575021196,0.9999477525,7.63752e-05,5.40058e-05,57261.7190901817,36924.2478970289,1.0000103443
prob[110],0.5030930618,0.0665872195,0.3748341744,0.6237792334,0.0002725474,0.0001975207,58037.97996929,37168.4648736432,1.000015559
prob[111],0.9994769806,0.0013243221,0.9979404748,0.9999999995,7.2888e-06,5.1561e-06,45135.1822011731,35685.9180535055,1.0001695917
prob[112],0.5679763982,0.1037538022,0.366784618,0.7514959289,0.0004019472,0.0002892397,65255.8552042398,41366.1415019686,1.0000290649
prob[113],0.4060581187,0.0918565329,0.2427622096,0.5856150081,0.0004398275,0.0003314994,46689.9937939014,32012.4573780224,1.0000179797
prob[114],0.9737114819,0.0227899834,0.9333955581,0.9998081138,0.0001074056,7.59477e-05,59730.3674358911,36532.0997000384,1.0000089208
prob[115],0.9971872619,0.0045474206,0.9902043851,0.9999999616,2.39737e-05,1.69521e-05,52789.7040637565,37405.6025306125,1.0000134361
prob[116],0.9097467947,0.0503847907,0.8176969796,0.9875701404,0.0002090991,0.0001478561,69463.9254983674,36890.1237012764,1.0000033947
prob[117],0.9290990265,0.0387481836,0.8578614466,0.9907717497,0.0001926285,0.0001362099,45135.1822011731,35685.9180535055,1.0001635834
prob[118],0.9231058452,0.0457759863,0.8408473947,0.9922707127,0.0001936075,0.0001369019,67749.9016865768,36708.2850716703,1.00001209
prob[119],0.0979362867,0.0633912805,0.0059446077,0.2154193051,0.0003566322,0.0002805114,39191.8507019691,28715.5815217808,1.0000996838
prob[120],0.962442309,0.0289878849,0.9107819563,0.9991839576,0.0001317883,9.3189e-05,61821.247908901,36453.2452277385,1.0000074165
prob[121],0.148403902,0.0788673843,0.0183785947,0.292535151,0.0004278249,0.0003379942,39614.8687114924,28211.4187865297,1.0001173992
prob[122],0.9987346434,0.0025016414,0.9952976647,0.9999999969,1.33284e-05,9.4274e-06,51569.2460831866,37400.9903820193,1.0000214826
prob[123],0.8208488093,0.0823883744,0.6683857523,0.9617261142,0.0003073103,0.000217302,77690.7251164611,37580.0450066061,1.0000121874
prob[124],0.9540232926,0.0365577419,0.8880721991,0.9990591319,0.0001602731,0.0001133308,73226.8296844591,36395.9308950943,1.0000070175
prob[125],0.310064413,0.1408180131,0.0683561429,0.5724222456,0.0006944304,0.000545666,46036.6877034076,31123.484003736,1.0000266215
prob[126],0.0085992311,0.0150826818,8.333e-07,0.0311258355,9.65914e-05,6.83012e-05,38622.5138090855,28958.1147174003,1.0001270876
